Nombre,Nota1,Nota2,Nota3
Alumno1151,3,4,1
Alumno1152,4,0,4
Alumno1153,4,2,2
Alumno1154,0,0,0
Alumno1155,2,4,3
Alumno1156,0,0,0
Alumno1157,2,2,3
Alumno1158,1,1,2
Alumno1159,1,0,3
Alumno1160,1,1,3
Alumno1161,0,1,4
Alumno1162,0,3,2
Alumno1163,4,0,0
Alumno1164,4,2,2
Alumno1165,2,1,3
Alumno1166,3,3,4
Alumno1167,3,2,2
Alumno1168,3,3,4
Alumno1169,1,0,1
Alumno1170,1,1,2
Alumno1171,3,2,2
Alumno1172,1,1,1
Alumno1173,0,4,4
Alumno1174,1,0,2
Alumno1175,2,2,1
Alumno1176,2,3,0
Alumno1177,0,4,1
Alumno1178,1,3,1
Alumno1179,2,4,0
Alumno1180,3,2,0
Alumno1181,1,3,3
Alumno1182,1,2,3
Alumno1183,4,2,4
Alumno1184,3,2,3
Alumno1185,2,3,2
Alumno1186,2,4,3
Alumno1187,3,0,2
Alumno1188,0,1,2
Alumno1189,2,0,4
Alumno1190,0,2,1
Alumno1191,3,0,0
Alumno1192,0,3,2
Alumno1193,2,0,4
Alumno1194,4,1,4
Alumno1195,4,3,4
Alumno1196,1,0,0
Alumno1197,3,3,3
Alumno1198,3,3,2
Alumno1199,0,1,3
Alumno1200,0,1,0
Alumno1201,0,4,4
Alumno1202,1,2,2
Alumno1203,0,2,1
Alumno1204,3,4,0
Alumno1205,0,0,0
Alumno1206,0,3,1
Alumno1207,3,4,3
Alumno1208,4,2,0
Alumno1209,0,4,4
Alumno1210,0,4,3
Alumno1211,4,3,2
Alumno1212,0,2,0
Alumno1213,0,3,3
Alumno1214,2,3,1
Alumno1215,3,3,1
Alumno1216,0,0,3
Alumno1217,1,1,2
Alumno1218,1,1,1
Alumno1219,1,1,2
Alumno1220,2,4,2
Alumno1221,4,0,1
Alumno1222,2,1,1
Alumno1223,3,0,0
Alumno1224,1,0,0
Alumno1225,1,1,4
Alumno1226,0,3,0
Alumno1227,4,1,2
Alumno1228,0,2,0
Alumno1229,2,2,1
Alumno1230,3,1,4
Alumno1231,2,1,0
Alumno1232,0,1,3
Alumno1233,3,1,0
Alumno1234,4,3,0
Alumno1235,2,3,0
Alumno1236,1,0,4
Alumno1237,1,1,1
Alumno1238,1,3,2
Alumno1239,3,4,1
Alumno1240,4,2,2
Alumno1241,1,2,4
Alumno1242,3,1,3
Alumno1243,2,2,4
Alumno1244,2,4,0
Alumno1245,4,4,1
Alumno1246,1,0,0
Alumno1247,3,4,3
Alumno1248,2,4,2
Alumno1249,4,2,1
Alumno1250,0,3,0
Alumno1251,3,2,4
Alumno1252,3,0,2
Alumno1253,2,0,1
Alumno1254,2,4,1
Alumno1255,1,3,4
Alumno1256,1,0,2
Alumno1257,3,3,2
Alumno1258,2,2,1
Alumno1259,3,0,1
Alumno1260,4,4,1
Alumno1261,0,3,4
Alumno1262,0,2,2
Alumno1263,0,3,4
Alumno1264,2,0,2
Alumno1265,4,4,2
Alumno1266,4,3,0
Alumno1267,3,3,4
Alumno1268,0,4,2
Alumno1269,4,3,3
Alumno1270,3,3,4
Alumno1271,0,1,1
Alumno1272,4,4,2
Alumno1273,3,4,1
Alumno1274,2,1,4
Alumno1275,4,1,3
Alumno1276,4,2,4
Alumno1277,3,3,2
Alumno1278,0,3,0
Alumno1279,2,0,2
Alumno1280,1,4,0
Alumno1281,4,2,3
Alumno1282,1,4,1
Alumno1283,1,0,4
Alumno1284,0,3,0
Alumno1285,0,3,0
Alumno1286,3,1,1
Alumno1287,1,4,4
Alumno1288,1,0,2
Alumno1289,3,1,0
Alumno1290,1,1,0
Alumno1291,1,4,4
Alumno1292,2,0,3
Alumno1293,0,0,3
Alumno1294,0,0,1
Alumno1295,2,1,4
Alumno1296,2,3,0
Alumno1297,2,2,1
Alumno1298,3,4,1
Alumno1299,4,3,0
Alumno1300,3,1,4
Alumno1301,4,2,0
Alumno1302,0,3,1
Alumno1303,3,1,3
Alumno1304,2,0,2
Alumno1305,1,4,4
Alumno1306,3,2,1
Alumno1307,0,1,4
Alumno1308,0,2,2
Alumno1309,0,2,2
Alumno1310,3,0,2
Alumno1311,4,3,2
Alumno1312,2,4,3
Alumno1313,0,3,0
Alumno1314,0,2,4
Alumno1315,2,0,0
Alumno1316,3,2,2
Alumno1317,3,2,0
Alumno1318,0,3,0
Alumno1319,1,0,4
Alumno1320,3,4,1
Alumno1321,1,1,4
Alumno1322,2,3,1
Alumno1323,0,0,2
Alumno1324,2,1,1
Alumno1325,3,4,4
Alumno1326,4,1,3
Alumno1327,1,3,3
Alumno1328,3,1,4
Alumno1329,2,2,2
Alumno1330,0,0,1
Alumno1331,3,3,4
Alumno1332,2,2,0
Alumno1333,2,1,1
Alumno1334,3,2,4
Alumno1335,4,0,4
Alumno1336,4,4,4
Alumno1337,1,0,1
Alumno1338,2,1,4
Alumno1339,1,0,3
Alumno1340,2,1,2
Alumno1341,3,4,0
Alumno1342,2,2,1
Alumno1343,1,1,4
Alumno1344,1,3,0
Alumno1345,3,1,4
Alumno1346,0,2,4
Alumno1347,4,4,2
Alumno1348,2,2,0
Alumno1349,3,3,4
Alumno1350,2,1,3
Alumno1351,2,1,3
Alumno1352,2,3,4
Alumno1353,4,4,2
Alumno1354,2,1,0
Alumno1355,0,0,0
Alumno1356,3,0,3
Alumno1357,4,3,4
Alumno1358,2,1,2
Alumno1359,3,0,0
Alumno1360,0,0,4
Alumno1361,1,0,4
Alumno1362,2,4,4
Alumno1363,0,2,0
Alumno1364,4,0,1
Alumno1365,1,3,1
Alumno1366,4,3,0
Alumno1367,0,1,0
Alumno1368,2,0,2
Alumno1369,1,4,2
Alumno1370,2,1,0
Alumno1371,1,1,4
Alumno1372,0,4,4
Alumno1373,3,3,0
Alumno1374,2,1,4
Alumno1375,3,0,1
Alumno1376,0,0,2
Alumno1377,3,0,4
Alumno1378,4,0,1
Alumno1379,2,3,3
Alumno1380,2,1,3
Alumno1381,2,2,2
Alumno1382,1,4,2
Alumno1383,0,1,3
Alumno1384,1,3,3
Alumno1385,0,1,1
Alumno1386,2,2,3
Alumno1387,3,4,0
Alumno1388,4,3,3
Alumno1389,1,2,2
Alumno1390,2,0,3
Alumno1391,3,4,1
Alumno1392,4,2,1
Alumno1393,1,1,1
Alumno1394,2,1,0
Alumno1395,0,0,4
Alumno1396,0,4,4
Alumno1397,0,4,2
Alumno1398,3,1,3
Alumno1399,3,2,1
Alumno1400,2,3,3
Alumno1401,0,1,4
Alumno1402,1,3,2
Alumno1403,3,1,0
Alumno1404,3,0,0
Alumno1405,1,3,4
Alumno1406,4,2,4
Alumno1407,0,2,0
Alumno1408,4,0,1
Alumno1409,2,1,2
Alumno1410,2,2,0
Alumno1411,1,3,2
Alumno1412,2,0,3
Alumno1413,2,0,3
Alumno1414,3,4,0
Alumno1415,2,0,3
Alumno1416,4,2,1
Alumno1417,4,2,2
Alumno1418,3,0,4
Alumno1419,3,0,2
Alumno1420,1,3,3
Alumno1421,1,3,2
Alumno1422,1,1,3
Alumno1423,3,3,1
Alumno1424,3,0,1
Alumno1425,3,0,3
Alumno1426,4,2,1
Alumno1427,1,3,3
Alumno1428,3,1,3
Alumno1429,2,1,2
Alumno1430,2,3,1
Alumno1431,4,1,0
Alumno1432,4,0,1
Alumno1433,1,2,3
Alumno1434,3,1,1
Alumno1435,0,0,3
Alumno1436,0,1,2
Alumno1437,4,1,0
Alumno1438,3,2,1
Alumno1439,0,1,0
Alumno1440,2,1,2
Alumno1441,4,2,2
Alumno1442,1,1,0
Alumno1443,4,1,4
Alumno1444,4,1,0
Alumno1445,1,4,3
Alumno1446,0,1,3
Alumno1447,3,3,3
Alumno1448,4,2,3
Alumno1449,3,1,2
Alumno1450,3,2,1
Alumno1451,3,3,2
Alumno1452,0,0,0
Alumno1453,3,4,0
Alumno1454,0,4,4
Alumno1455,2,2,0
Alumno1456,0,2,1
Alumno1457,4,2,0
Alumno1458,3,4,0
Alumno1459,3,4,4
Alumno1460,3,1,4
Alumno1461,0,2,4
Alumno1462,4,4,0
Alumno1463,3,2,2
Alumno1464,2,4,2
Alumno1465,3,4,4
Alumno1466,0,2,3
Alumno1467,3,3,4
Alumno1468,1,3,0
Alumno1469,0,3,2
Alumno1470,2,1,2
Alumno1471,3,1,3
Alumno1472,2,1,2
Alumno1473,2,3,3
Alumno1474,2,4,1
Alumno1475,1,1,0
Alumno1476,4,1,2
Alumno1477,3,1,1
Alumno1478,3,4,0
Alumno1479,3,3,4
Alumno1480,4,4,4
Alumno1481,3,1,3
Alumno1482,3,0,3
Alumno1483,1,1,4
Alumno1484,1,4,3
Alumno1485,1,4,4
Alumno1486,3,4,4
Alumno1487,1,3,4
Alumno1488,0,0,0
Alumno1489,4,1,0
Alumno1490,0,2,4
Alumno1491,2,1,3
Alumno1492,0,2,1
Alumno1493,2,2,4
Alumno1494,1,4,2
Alumno1495,2,0,2
Alumno1496,1,3,4
Alumno1497,4,2,1
Alumno1498,1,0,2
Alumno1499,3,3,4
Alumno1500,0,2,1
Alumno1501,2,2,1
Alumno1502,3,1,0
Alumno1503,0,2,1
Alumno1504,3,3,2
Alumno1505,0,0,1
Alumno1506,0,4,1
Alumno1507,0,0,0
Alumno1508,1,3,4
Alumno1509,0,2,1
Alumno1510,1,4,1
Alumno1511,0,4,0
Alumno1512,3,1,3
Alumno1513,4,0,0
Alumno1514,3,1,1
Alumno1515,1,3,4
Alumno1516,4,3,2
Alumno1517,1,3,2
Alumno1518,0,4,4
Alumno1519,4,4,4
Alumno1520,4,0,2
Alumno1521,0,0,2
Alumno1522,3,4,3
Alumno1523,3,1,4
Alumno1524,2,3,0
Alumno1525,3,0,1
Alumno1526,3,3,3
Alumno1527,4,1,4
Alumno1528,3,3,1
Alumno1529,0,2,3
Alumno1530,1,0,4
Alumno1531,4,2,3
Alumno1532,4,4,0
Alumno1533,0,3,3
Alumno1534,1,2,4
Alumno1535,0,1,1
Alumno1536,3,4,2
Alumno1537,3,3,2
Alumno1538,2,3,4
Alumno1539,2,0,2
Alumno1540,0,2,4
Alumno1541,1,0,3
Alumno1542,4,4,2
Alumno1543,3,0,0
Alumno1544,3,4,2
Alumno1545,4,2,4
Alumno1546,0,4,2
Alumno1547,3,1,2
Alumno1548,4,1,1
Alumno1549,0,2,3
Alumno1550,2,2,1
Alumno1551,1,0,3
Alumno1552,2,0,1
Alumno1553,4,1,2
Alumno1554,2,0,0
Alumno1555,3,1,4
Alumno1556,4,0,4
Alumno1557,4,2,0
Alumno1558,3,1,2
Alumno1559,1,4,1
Alumno1560,2,1,0
Alumno1561,3,1,3
Alumno1562,3,4,1
Alumno1563,3,1,4
Alumno1564,2,4,0
Alumno1565,1,0,4
Alumno1566,2,0,2
Alumno1567,3,0,3
Alumno1568,0,1,2
Alumno1569,0,4,1
Alumno1570,3,4,2
Alumno1571,1,3,4
Alumno1572,3,3,3
Alumno1573,4,4,3
Alumno1574,4,0,0
Alumno1575,1,1,4
Alumno1576,3,0,4
Alumno1577,3,0,0
Alumno1578,0,4,3
Alumno1579,3,1,3
Alumno1580,4,2,4
Alumno1581,3,2,0
Alumno1582,0,2,1
Alumno1583,1,0,1
Alumno1584,3,2,1
Alumno1585,3,2,3
Alumno1586,0,0,0
Alumno1587,2,0,0
Alumno1588,4,2,2
Alumno1589,0,3,3
Alumno1590,1,0,0
Alumno1591,3,2,2
Alumno1592,0,1,0
Alumno1593,2,2,4
Alumno1594,3,3,1
Alumno1595,1,2,3
Alumno1596,3,4,2
Alumno1597,4,1,2
Alumno1598,4,1,4
Alumno1599,4,2,4
Alumno1600,1,2,1
Alumno1601,0,3,3
Alumno1602,0,0,0
Alumno1603,2,3,3
Alumno1604,0,2,0
Alumno1605,1,2,1
Alumno1606,0,4,3
Alumno1607,2,1,4
Alumno1608,0,3,4
Alumno1609,0,4,2
Alumno1610,3,0,1
Alumno1611,0,3,2
Alumno1612,4,4,4
Alumno1613,1,0,3
Alumno1614,1,1,2
Alumno1615,1,0,3
Alumno1616,3,1,2
Alumno1617,3,2,4
Alumno1618,4,0,3
Alumno1619,0,2,4
Alumno1620,0,4,3
Alumno1621,4,4,4
Alumno1622,0,3,2
Alumno1623,4,2,1
Alumno1624,2,0,1
Alumno1625,1,4,2
Alumno1626,1,1,2
Alumno1627,4,4,1
Alumno1628,3,1,3
Alumno1629,1,3,4
Alumno1630,1,2,2
Alumno1631,1,4,1
Alumno1632,4,2,1
Alumno1633,3,3,2
Alumno1634,2,0,0
Alumno1635,1,1,2
Alumno1636,4,4,3
Alumno1637,2,1,0
Alumno1638,1,1,4
Alumno1639,1,1,0
Alumno1640,1,1,3
Alumno1641,2,4,4
Alumno1642,0,1,3
Alumno1643,2,0,3
Alumno1644,3,2,3
Alumno1645,2,1,4
Alumno1646,4,4,4
Alumno1647,3,4,0
Alumno1648,2,1,3
Alumno1649,1,4,1
Alumno1650,1,2,1
Alumno1651,3,3,1
Alumno1652,2,2,3
Alumno1653,2,3,1
Alumno1654,2,1,0
Alumno1655,3,2,4
Alumno1656,0,4,1
Alumno1657,3,2,1
Alumno1658,1,3,1
Alumno1659,4,1,0
Alumno1660,4,4,0
Alumno1661,1,2,4
Alumno1662,4,0,4
Alumno1663,1,3,3
Alumno1664,2,3,3
Alumno1665,2,2,3
Alumno1666,2,0,4
Alumno1667,0,2,1
Alumno1668,4,0,2
Alumno1669,3,2,0
Alumno1670,4,3,0
Alumno1671,3,1,3
Alumno1672,2,3,4
Alumno1673,0,0,3
Alumno1674,0,3,2
Alumno1675,2,2,0
Alumno1676,0,3,4
Alumno1677,1,0,3
Alumno1678,1,1,4
Alumno1679,2,0,0
Alumno1680,1,3,1
Alumno1681,3,1,4
Alumno1682,2,2,1
Alumno1683,1,2,1
Alumno1684,0,0,3
Alumno1685,1,0,4
Alumno1686,2,0,2
Alumno1687,0,0,2
Alumno1688,1,0,4
Alumno1689,2,4,4
Alumno1690,4,0,3
Alumno1691,4,0,3
Alumno1692,0,1,2
Alumno1693,3,2,4
Alumno1694,2,0,1
Alumno1695,3,0,0
Alumno1696,4,1,1
Alumno1697,2,1,2
Alumno1698,2,1,0
Alumno1699,1,3,4
Alumno1700,0,1,4
Alumno1701,0,4,4
Alumno1702,1,4,3
Alumno1703,1,4,4
Alumno1704,1,2,1
Alumno1705,4,1,0
Alumno1706,3,1,0
Alumno1707,2,0,2
Alumno1708,2,3,3
Alumno1709,4,2,3
Alumno1710,0,2,4
Alumno1711,1,1,2
Alumno1712,1,4,2
Alumno1713,2,0,0
Alumno1714,4,1,2
Alumno1715,3,2,2
Alumno1716,2,3,2
Alumno1717,2,2,3
Alumno1718,4,3,1
Alumno1719,3,1,0
Alumno1720,3,3,1
Alumno1721,1,0,3
Alumno1722,0,2,3
Alumno1723,0,1,2
Alumno1724,3,2,1
Alumno1725,3,1,2
Alumno1726,0,3,1
Alumno1727,0,4,1
Alumno1728,1,1,0
Alumno1729,1,0,3
Alumno1730,2,4,0
Alumno1731,1,0,1
Alumno1732,3,2,4
Alumno1733,3,0,2
Alumno1734,0,1,2
Alumno1735,1,1,2
Alumno1736,0,2,4
Alumno1737,3,3,4
Alumno1738,2,0,4
Alumno1739,2,1,2
Alumno1740,3,1,2
Alumno1741,1,4,2
Alumno1742,2,1,2
Alumno1743,2,3,3
Alumno1744,0,4,4
Alumno1745,1,3,2
Alumno1746,4,3,3
Alumno1747,4,0,2
Alumno1748,4,2,2
Alumno1749,3,2,4
Alumno1750,3,3,1
Alumno1751,2,3,4
Alumno1752,2,0,2
Alumno1753,0,3,1
Alumno1754,1,4,0
Alumno1755,0,3,2
Alumno1756,0,4,4
Alumno1757,4,4,4
Alumno1758,4,1,0
Alumno1759,4,2,2
Alumno1760,4,1,3
Alumno1761,2,3,0
Alumno1762,2,0,0
Alumno1763,1,4,3
Alumno1764,3,2,3
Alumno1765,2,1,1
Alumno1766,1,3,4
Alumno1767,2,1,0
Alumno1768,1,3,0
Alumno1769,4,3,2
Alumno1770,2,1,2
Alumno1771,4,0,1
Alumno1772,4,3,0
Alumno1773,0,2,0
Alumno1774,0,2,2
Alumno1775,2,4,1
Alumno1776,0,3,4
Alumno1777,2,2,2
Alumno1778,4,4,3
Alumno1779,0,3,0
Alumno1780,2,4,0
Alumno1781,1,1,3
Alumno1782,2,0,2
Alumno1783,0,4,1
Alumno1784,3,1,2
Alumno1785,0,0,4
Alumno1786,2,4,4
Alumno1787,3,4,3
Alumno1788,3,0,2
Alumno1789,0,1,2
Alumno1790,3,0,1
Alumno1791,0,4,4
Alumno1792,0,1,0
Alumno1793,4,3,4
Alumno1794,2,0,1
Alumno1795,0,0,4
Alumno1796,0,2,4
Alumno1797,0,3,3
Alumno1798,2,1,0
Alumno1799,3,0,3
Alumno1800,3,4,1
Alumno1801,3,0,1
Alumno1802,0,3,1
Alumno1803,0,2,4
Alumno1804,0,0,1
Alumno1805,4,1,1
Alumno1806,0,1,3
Alumno1807,0,4,2
Alumno1808,1,3,3
Alumno1809,2,3,0
Alumno1810,3,1,4
Alumno1811,2,0,3
Alumno1812,2,2,4
Alumno1813,2,3,1
Alumno1814,0,2,4
Alumno1815,4,1,0
Alumno1816,3,0,3
Alumno1817,3,4,4
Alumno1818,0,4,1
Alumno1819,4,4,1
Alumno1820,1,2,4
Alumno1821,4,1,1
Alumno1822,0,2,0
Alumno1823,1,1,0
Alumno1824,2,0,3
Alumno1825,2,1,3
Alumno1826,3,0,2
Alumno1827,0,4,2
Alumno1828,0,3,4
Alumno1829,3,4,0
Alumno1830,1,4,2
Alumno1831,0,3,0
Alumno1832,1,1,3
Alumno1833,1,3,0
Alumno1834,3,2,0
Alumno1835,2,0,0
Alumno1836,3,3,0
Alumno1837,1,2,3
Alumno1838,4,3,4
Alumno1839,4,4,4
Alumno1840,0,2,4
Alumno1841,4,3,0
Alumno1842,3,2,3
Alumno1843,0,4,0
Alumno1844,2,2,4
Alumno1845,0,3,3
Alumno1846,4,1,1
Alumno1847,0,1,1
Alumno1848,4,1,4
Alumno1849,0,4,1
Alumno1850,0,0,4
Alumno1851,3,3,4
Alumno1852,2,4,2
Alumno1853,1,0,3
Alumno1854,3,0,4
Alumno1855,2,2,0
Alumno1856,2,4,2
Alumno1857,3,1,2
Alumno1858,2,4,4
Alumno1859,0,3,4
Alumno1860,3,3,2
Alumno1861,3,2,4
Alumno1862,0,0,0
Alumno1863,0,4,0
Alumno1864,3,1,0
Alumno1865,0,3,1
Alumno1866,2,2,0
Alumno1867,4,3,1
Alumno1868,2,0,4
Alumno1869,0,2,1
Alumno1870,0,0,0
Alumno1871,4,0,1
Alumno1872,0,2,4
Alumno1873,2,3,2
Alumno1874,2,0,4
Alumno1875,3,0,2
Alumno1876,3,3,1
Alumno1877,1,4,1
Alumno1878,0,3,0
Alumno1879,4,1,2
Alumno1880,4,3,1
Alumno1881,0,4,3
Alumno1882,1,4,4
Alumno1883,1,2,4
Alumno1884,1,4,0
Alumno1885,3,4,0
Alumno1886,2,3,1
Alumno1887,1,4,4
Alumno1888,2,2,4
Alumno1889,1,0,3
Alumno1890,2,3,0
Alumno1891,3,0,3
Alumno1892,0,2,2
Alumno1893,3,2,3
Alumno1894,0,2,2
Alumno1895,4,4,1
Alumno1896,3,0,1
Alumno1897,4,1,1
Alumno1898,0,1,4
Alumno1899,1,2,4
Alumno1900,1,2,3
Alumno1901,4,1,3
Alumno1902,3,0,4
Alumno1903,4,3,4
Alumno1904,4,1,4
Alumno1905,3,3,3
Alumno1906,0,4,2
Alumno1907,4,1,4
Alumno1908,0,1,0
Alumno1909,0,3,2
Alumno1910,2,0,0
Alumno1911,2,3,3
Alumno1912,3,2,2
Alumno1913,4,4,0
Alumno1914,3,1,2
Alumno1915,2,1,2
Alumno1916,4,3,4
Alumno1917,3,2,4
Alumno1918,2,1,3
Alumno1919,3,0,2
Alumno1920,3,0,1
Alumno1921,0,1,2
Alumno1922,0,3,3
Alumno1923,3,0,4
Alumno1924,4,2,4
Alumno1925,2,1,0
Alumno1926,1,1,0
Alumno1927,3,0,0
Alumno1928,3,3,4
Alumno1929,0,1,4
Alumno1930,2,4,4
Alumno1931,4,2,2
Alumno1932,1,4,1
Alumno1933,0,1,2
Alumno1934,1,2,2
Alumno1935,4,2,2
Alumno1936,0,0,0
Alumno1937,3,1,0
Alumno1938,1,4,2
Alumno1939,4,1,4
Alumno1940,2,0,0
Alumno1941,0,3,1
Alumno1942,3,1,3
Alumno1943,1,0,1
Alumno1944,2,2,0
Alumno1945,3,3,3
Alumno1946,4,2,2
Alumno1947,1,4,4
Alumno1948,1,3,3
Alumno1949,0,0,0
Alumno1950,4,0,3
Alumno1951,0,1,2
Alumno1952,3,0,0
Alumno1953,1,2,2
Alumno1954,2,3,0
Alumno1955,2,4,4
Alumno1956,1,1,1
Alumno1957,2,2,3
Alumno1958,1,2,2
Alumno1959,0,2,3
Alumno1960,1,3,0
Alumno1961,2,0,1
Alumno1962,4,3,0
Alumno1963,4,3,3
Alumno1964,0,1,0
Alumno1965,1,2,1
Alumno1966,2,1,2
Alumno1967,2,2,0
Alumno1968,2,0,1
Alumno1969,3,1,4
Alumno1970,3,2,2
Alumno1971,4,0,1
Alumno1972,0,2,0
Alumno1973,0,1,1
Alumno1974,0,0,2
Alumno1975,1,2,4
Alumno1976,1,4,2
Alumno1977,3,2,0
Alumno1978,0,0,0
Alumno1979,4,3,4
Alumno1980,2,1,1
Alumno1981,4,4,1
Alumno1982,2,0,1
Alumno1983,3,4,4
Alumno1984,1,2,3
Alumno1985,3,0,4
Alumno1986,4,1,1
Alumno1987,3,0,3
Alumno1988,1,2,4
Alumno1989,1,0,1
Alumno1990,4,4,3
Alumno1991,2,3,0
Alumno1992,0,4,1
Alumno1993,4,1,0
Alumno1994,2,3,1
Alumno1995,2,3,0
Alumno1996,2,3,3
Alumno1997,2,3,2
Alumno1998,3,1,3
Alumno1999,4,0,0
Alumno2000,4,1,0
Alumno2001,0,1,1
Alumno2002,1,1,4
Alumno2003,4,0,0
Alumno2004,4,0,3
Alumno2005,0,0,3
Alumno2006,3,2,1
Alumno2007,4,2,0
Alumno2008,4,3,1
Alumno2009,2,1,0
Alumno2010,0,4,2
Alumno2011,1,0,1
Alumno2012,0,3,2
Alumno2013,1,2,0
Alumno2014,4,1,1
Alumno2015,2,4,3
Alumno2016,4,2,3
Alumno2017,0,3,3
Alumno2018,4,2,4
Alumno2019,0,1,4
Alumno2020,4,4,2
Alumno2021,1,4,1
Alumno2022,0,3,1
Alumno2023,3,1,3
Alumno2024,2,1,1
Alumno2025,1,4,1
Alumno2026,0,4,3
Alumno2027,1,3,4
Alumno2028,1,0,3
Alumno2029,0,3,2
Alumno2030,1,4,1
Alumno2031,0,4,2
Alumno2032,4,2,4
Alumno2033,0,2,0
Alumno2034,3,3,0
Alumno2035,1,1,3
Alumno2036,2,1,1
Alumno2037,4,4,0
Alumno2038,0,1,3
Alumno2039,4,3,0
Alumno2040,4,1,1
Alumno2041,3,3,2
Alumno2042,2,0,1
Alumno2043,2,1,3
Alumno2044,1,3,2
Alumno2045,1,0,2
Alumno2046,4,0,0
Alumno2047,3,3,2
Alumno2048,1,4,2
Alumno2049,2,3,0
Alumno2050,2,4,2
Alumno2051,3,0,2
Alumno2052,3,4,0
Alumno2053,3,4,3
Alumno2054,2,2,1
Alumno2055,3,0,3
Alumno2056,0,0,0
Alumno2057,0,1,3
Alumno2058,3,1,1
Alumno2059,4,4,0
Alumno2060,1,0,4
Alumno2061,0,2,4
Alumno2062,2,0,1
Alumno2063,4,3,4
Alumno2064,0,3,0
Alumno2065,2,2,1
Alumno2066,0,4,3
Alumno2067,2,0,4
Alumno2068,3,1,2
Alumno2069,2,4,2
Alumno2070,2,0,2
Alumno2071,2,0,3
Alumno2072,1,4,1
Alumno2073,2,2,3
Alumno2074,3,0,2
Alumno2075,0,2,0
Alumno2076,3,0,4
Alumno2077,0,1,2
Alumno2078,2,1,1
Alumno2079,3,0,4
Alumno2080,4,4,4
Alumno2081,3,1,4
Alumno2082,1,4,0
Alumno2083,2,1,0
Alumno2084,1,1,1
Alumno2085,1,4,2
Alumno2086,2,1,3
Alumno2087,4,4,4
Alumno2088,3,3,2
Alumno2089,3,3,4
Alumno2090,0,2,0
Alumno2091,0,4,2
Alumno2092,1,2,2
Alumno2093,4,4,2
Alumno2094,2,1,1
Alumno2095,3,1,0
Alumno2096,0,2,4
Alumno2097,2,0,0
Alumno2098,4,4,0
Alumno2099,4,4,0
Alumno2100,1,2,3
Alumno2101,4,1,0
Alumno2102,0,3,2
Alumno2103,1,4,3
Alumno2104,1,4,4
Alumno2105,4,0,1
Alumno2106,1,2,2
Alumno2107,2,0,0
Alumno2108,0,1,2
Alumno2109,1,3,0
Alumno2110,1,1,2
Alumno2111,0,4,0
Alumno2112,2,3,2
Alumno2113,3,0,1
Alumno2114,4,0,3
Alumno2115,3,1,0
Alumno2116,1,4,4
Alumno2117,2,4,1
Alumno2118,2,1,1
Alumno2119,3,2,2
Alumno2120,4,2,2
Alumno2121,2,4,3
Alumno2122,0,2,0
Alumno2123,4,3,2
Alumno2124,4,4,0
Alumno2125,2,2,1
Alumno2126,0,0,4
Alumno2127,4,1,3
Alumno2128,4,2,1
Alumno2129,0,2,3
Alumno2130,1,4,1
Alumno2131,2,0,4
Alumno2132,4,0,3
Alumno2133,3,3,0
Alumno2134,2,4,0
Alumno2135,4,3,0
Alumno2136,3,3,4
Alumno2137,4,3,0
Alumno2138,4,4,1
Alumno2139,4,3,0
Alumno2140,3,2,1
Alumno2141,1,3,1
Alumno2142,0,3,3
Alumno2143,4,3,1
Alumno2144,1,1,0
Alumno2145,4,0,1
Alumno2146,2,1,4
Alumno2147,4,4,4
Alumno2148,3,0,2
Alumno2149,1,1,1
Alumno2150,4,2,0
Alumno2151,1,3,1
Alumno2152,4,2,3
Alumno2153,3,4,1
Alumno2154,0,0,3
Alumno2155,0,4,2
Alumno2156,0,2,3
Alumno2157,4,3,4
Alumno2158,2,0,3
Alumno2159,0,1,1
Alumno2160,0,2,1
Alumno2161,2,0,4
Alumno2162,1,2,1
Alumno2163,0,1,3
Alumno2164,3,3,1
Alumno2165,1,0,0
Alumno2166,2,0,2
Alumno2167,4,4,2
Alumno2168,3,1,1
Alumno2169,2,3,3
Alumno2170,0,4,2
Alumno2171,2,0,0
Alumno2172,0,1,4
Alumno2173,2,0,3
Alumno2174,4,1,0
Alumno2175,1,3,0
Alumno2176,2,2,3
Alumno2177,4,1,3
Alumno2178,4,2,1
Alumno2179,0,0,1
Alumno2180,3,1,4
Alumno2181,4,1,2
Alumno2182,1,4,1
Alumno2183,4,4,1
Alumno2184,0,4,1
Alumno2185,2,0,1
Alumno2186,3,1,2
Alumno2187,2,2,2
Alumno2188,3,3,1
Alumno2189,3,4,2
Alumno2190,2,3,0
Alumno2191,2,2,3
Alumno2192,1,1,0
Alumno2193,2,3,3
Alumno2194,2,1,1
Alumno2195,4,4,4
Alumno2196,3,4,1
Alumno2197,2,1,2
Alumno2198,3,0,0
Alumno2199,2,3,3
Alumno2200,0,2,4
Alumno2201,4,2,3
Alumno2202,1,4,3
Alumno2203,2,3,0
Alumno2204,4,4,3
Alumno2205,1,0,4
Alumno2206,0,3,4
Alumno2207,4,2,3
Alumno2208,0,3,4
Alumno2209,4,4,3
Alumno2210,1,2,0
Alumno2211,4,2,0
Alumno2212,4,2,4
Alumno2213,3,4,4
Alumno2214,4,3,3
Alumno2215,1,1,1
Alumno2216,3,3,3
Alumno2217,2,3,1
Alumno2218,4,1,3
Alumno2219,2,0,1
Alumno2220,4,4,4
Alumno2221,2,1,4
Alumno2222,4,1,1
Alumno2223,2,1,4
Alumno2224,1,2,2
Alumno2225,0,1,4
